test_date,total_trades,success,failure,breakeven,win_rate_pct,failure_rate_pct,avg_pnl_pct,setup_timeframe,trigger_timeframe,setup_filter,trigger_filter
2025-11-27,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-11-28,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-01,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-02,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-03,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-04,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-05,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-08,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-09,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-10,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-11,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-12,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-15,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-16,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-17,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-18,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-19,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-22,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-23,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-24,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-26,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-29,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-30,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-12-31,0,0,0,0,0,0,0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
